INFO:root:[TURN 0] [WORKER u_1 at (14, 5)] [ACTION move] [VALUE 0.012798227816820147] at (15, 5) (rule_resource_value)
INFO:root:[TURN 231] [WORKER u_51 at (7, 9)] [ACTION move] [VALUE 0.015000000000000003] at (7, 9) (rule_resource_value)
INFO:root:[TURN 231] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.005000000000000001] at (6, 8) (rule_resource_value)
INFO:root:[TURN 231] [WORKER u_54 at (8, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_42 at (8, 4)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_2 at (6, 6)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_5 at (6, 4)] [ACTION move] [VALUE 0.0029103830456733704] at (0, 3) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 0.010000000000000002] at (0, 2) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_33 at (4, 8)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_38 at (1, 1)] [ACTION move] [VALUE 0.004266075938940048] at (0, 1) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0011865234375] at (0, 11) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_51 at (7, 8)] [ACTION move] [VALUE 0.014483928680419922] at (7, 10) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_52 at (6, 7)] [ACTION move] [VALUE 0.004266075938940048] at (6, 8) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_54 at (8, 6)] [ACTION move] [VALUE 0.0076936340332031256] at (7, 9) (rule_resource_value)
INFO:root:[TURN 232] [WORKER u_55 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_2 at (6, 5)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 9) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 0.010000000000000002] at (0, 2) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_38 at (1, 1)] [ACTION move] [VALUE 0.004266075938940048] at (0, 1) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.005000000000000001] at (6, 8) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_55 at (5, 5)] [ACTION move] [VALUE 0.0029103830456733704] at (0, 3) (rule_resource_value)
INFO:root:[TURN 233] [WORKER u_56 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_2 at (6, 4)] [ACTION move] [VALUE 0.006414461284875871] at (6, 9) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 0.005000000000000001] at (0, 2) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_38 at (1, 1)] [ACTION move] [VALUE 0.004266075938940048] at (0, 1) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_46 at (9, 0)] [ACTION move] [VALUE 0.0019073486328125] at (7, 10) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.005000000000000001] at (0, 3) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_52 at (6, 7)] [ACTION move] [VALUE 0.004266075938940048] at (6, 8) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_55 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_56 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_57 at (8, 7)] [ACTION move] [VALUE 0.009169198125600816] at (7, 9) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_58 at (5, 8)] [ACTION move] [VALUE 0.0011865234375] at (0, 11) (rule_resource_value)
INFO:root:[TURN 234] [WORKER u_59 at (0, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_2 at (6, 5)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 9) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 235] [WORKER u_36 at (3, 3)] [ACTION move] [VALUE 0.003056399375200272] at (0, 3) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_38 at (1, 1)] [ACTION move] [VALUE 0.004266075938940048] at (0, 1) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_44 at (2, 2)] [ACTION move] [VALUE 0.004266075938940048] at (1, 2) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_45 at (6, 10)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_47 at (1, 3)] [ACTION move] [VALUE 0.0036209821701049805] at (0, 2) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.005000000000000001] at (6, 8) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_56 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_57 at (7, 7)] [ACTION move] [VALUE 0.010862946510314943] at (7, 9) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_58 at (4, 8)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 11) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_60 at (7, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 235] [WORKER u_61 at (4, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_42 at (7, 4)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_2 at (6, 6)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 236] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_44 at (2, 2)] [ACTION move] [VALUE 0.004266075938940048] at (1, 2) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_47 at (1, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 3) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_51 at (7, 9)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_52 at (6, 7)] [ACTION move] [VALUE 0.004266075938940048] at (6, 8) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 2) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_57 at (7, 8)] [ACTION move] [VALUE 0.012798227816820147] at (7, 9) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_61 at (4, 6)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 1) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_62 at (6, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 236] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_42 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_2 at (6, 5)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 9) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 237] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_44 at (2, 2)] [ACTION move] [VALUE 0.004266075938940048] at (1, 2) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_51 at (7, 9)] [ACTION move] [VALUE 0.017064303755760193] at (7, 10) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.005000000000000001] at (6, 8) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.001770462989807129] at (0, 3) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_57 at (7, 8)] [ACTION move] [VALUE 0.012798227816820147] at (7, 9) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 2) (rule_resource_value)
INFO:root:[TURN 237] [WORKER u_64 at (5, 5)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 1) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_16 at (8, 3)] [ACTION move] [VALUE 0.00474609375] at (7, 10) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_2 at (6, 6)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (4, 4) (rule_deliver_resources)
INFO:root:[TURN 238] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_44 at (2, 2)] [ACTION move] [VALUE 0.004266075938940048] at (1, 2) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_46 at (8, 0)] [ACTION move] [VALUE 0.002434313893318177] at (7, 10) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_51 at (7, 9)] [ACTION move] [VALUE 0.015000000000000003] at (7, 9) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_52 at (6, 7)] [ACTION move] [VALUE 0.004266075938940048] at (6, 8) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.001770462989807129] at (0, 3) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_57 at (7, 8)] [ACTION move] [VALUE 0.000767951011657715] at (0, 11) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0014551915228366852] at (0, 2) (rule_resource_value)
INFO:root:[TURN 238] [WORKER u_65 at (8, 6)] [ACTION move] [VALUE 0.00036896750330924996] at (0, 1) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_2 at (6, 5)] [ACTION move] [VALUE 0.0076936340332031256] at (6, 9) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 239] [WORKER u_36 at (2, 3)] [ACTION move] [VALUE 0.0036209821701049805] at (0, 3) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_38 at (0, 1)] [ACTION move] [VALUE 0.005000000000000001] at (0, 1) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_44 at (2, 2)] [ACTION move] [VALUE 0.0036209821701049805] at (0, 2) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_45 at (7, 10)] [ACTION move] [VALUE 0.020000000000000004] at (7, 10) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.005000000000000001] at (6, 8) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_57 at (6, 8)] [ACTION move] [VALUE 0.0009590898454189302] at (0, 11) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_66 at (4, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_67 at (7, 8)] [ACTION move] [VALUE 0.012798227816820147] at (7, 9) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_68 at (6, 8)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 239] [WORKER u_69 at (5, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_2 at (6, 6)] [ACTION move] [VALUE 0.009169198125600816] at (6, 9) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.004266075938940048] at (5, 9) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 240] [WORKER u_36 at (1, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 3) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_39 at (6, 9)] [ACTION move] [VALUE 0.0019181796908378603] at (0, 12) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_45 at (7, 10)] [ACTION move] [VALUE 0.020000000000000004] at (7, 10) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 2) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_52 at (6, 7)] [ACTION move] [VALUE 0.004266075938940048] at (6, 8) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0011865234375] at (0, 1) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_57 at (5, 8)] [ACTION move] [VALUE 0.0011865234375] at (0, 11) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_67 at (7, 8)] [ACTION move] [VALUE 0.012798227816820147] at (7, 9) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_68 at (6, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_69 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 240] [WORKER u_70 at (6, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_2 at (6, 5)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_17 at (4, 9)] [ACTION move] [VALUE 0.007241964340209961] at (6, 9) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 241] [WORKER u_36 at (1, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 3) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 241] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 241] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 2) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.003056399375200272] at (5, 10) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0011865234375] at (0, 1) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_57 at (4, 8)] [ACTION move] [VALUE 0.002373046875] at (0, 12) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_67 at (7, 8)] [ACTION move] [VALUE 0.008532151877880097] at (7, 9) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_68 at (5, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_70 at (5, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 241] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_2 at (6, 6)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_16 at (7, 3)] [ACTION move] [VALUE 0.005820766091346741] at (7, 10) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 242] [WORKER u_36 at (1, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 3) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 242] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 242] [WORKER u_46 at (7, 0)] [ACTION move] [VALUE 0.0019181796908378603] at (7, 9) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 2) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_51 at (8, 9)] [ACTION build] [VALUE 0.0165] at (0, 1) (rule_build)
INFO:root:[TURN 242] [WORKER u_52 at (5, 8)] [ACTION move] [VALUE 0.007241964340209961] at (6, 9) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_67 at (7, 8)] [ACTION move] [VALUE 0.0025645446777343753] at (5, 10) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_68 at (5, 6)] [ACTION move] [VALUE 0.0012171569466590884] at (0, 12) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_70 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 242] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_17 at (5, 9)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 243] [WORKER u_36 at (1, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 3) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_38 at (0, 0)] [ACTION move] [VALUE 0.004266075938940048] at (0, 1) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 243] [WORKER u_44 at (1, 2)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 243] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 2) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_57 at (3, 8)] [ACTION move] [VALUE 0.0029103830456733704] at (0, 12) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_67 at (6, 8)] [ACTION move] [VALUE 0.003056399375200272] at (5, 10) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_68 at (5, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_70 at (5, 7)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 243] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_2 at (7, 6)] [ACTION move] [VALUE 0.010258178710937501] at (7, 10) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_16 at (7, 4)] [ACTION move] [VALUE 0.007081851959228516] at (7, 10) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 244] [WORKER u_36 at (1, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 3) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 244] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 244] [WORKER u_46 at (7, 1)] [ACTION move] [VALUE 0.002373046875] at (7, 9) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.004266075938940048] at (0, 2) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_51 at (8, 8)] [ACTION build] [VALUE 0.0165] at (0, 1) (rule_build)
INFO:root:[TURN 244] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_67 at (5, 8)] [ACTION move] [VALUE 0.0036209821701049805] at (5, 10) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_68 at (5, 6)] [ACTION move] [VALUE 0.0012171569466590884] at (0, 12) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_70 at (5, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 244] [WORKER u_71 at (4, 6)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_16 at (7, 5)] [ACTION move] [VALUE 0.008552615046501162] at (7, 10) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_2 at (7, 7)] [ACTION move] [VALUE 0.012225597500801088] at (7, 10) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_17 at (5, 10)] [ACTION build] [VALUE 0.15000000000000002] at (4, 5) (rule_build)
INFO:root:[TURN 245] [WORKER u_31 at (0, 2)] [ACTION move] [VALUE 10.0] at (0, 4) (rule_deliver_resources)
INFO:root:[TURN 245] [WORKER u_36 at (1, 3)] [ACTION move] [VALUE 0.00153590202331543] at (0, 12) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_38 at (0, 1)] [ACTION move] [VALUE 0.0] at (0, 1) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_39 at (6, 9)] [ACTION build] [VALUE 0.15000000000000002] at (7, 6) (rule_build)
INFO:root:[TURN 245] [WORKER u_44 at (1, 1)] [ACTION build] [VALUE 0.1] at (0, 3) (rule_build)
INFO:root:[TURN 245] [WORKER u_45 at (7, 10)] [ACTION build] [VALUE 0.1] at (1, 4) (rule_build)
INFO:root:[TURN 245] [WORKER u_47 at (0, 3)] [ACTION move] [VALUE 0.0] at (0, 2) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_52 at (6, 8)] [ACTION move] [VALUE 0.008532151877880097] at (6, 9) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_56 at (5, 4)] [ACTION move] [VALUE 0.001770462989807129] at (5, 10) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_57 at (2, 8)] [ACTION move] [VALUE 0.0021381537616252905] at (0, 11) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_63 at (5, 4)] [ACTION move] [VALUE 0.0] at (0, 0) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_68 at (5, 7)] [ACTION move] [VALUE 0.0] at (0, 7) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_69 at (5, 5)] [ACTION move] [VALUE 0.0] at (0, 5) (rule_resource_value)
INFO:root:[TURN 245] [WORKER u_70 at (6, 6)] [ACTION move] [VALUE 0.0] at (0, 6) (rule_resource_value)
